,c,h,l,o,s,t,v,wma,ts,date,c_dji,h_dji,l_dji,o_dji,s_dji,t_dji,v_dji,wma_dji,ts_dji,date_dji,day_of_week,day_of_year,is_quarter_end,5wma,vwap,next_1_high,next_1_low,next_3_high,next_3_low,next_5_high,next_5_low,next_7_high,next_7_low,last_1_high,last_1_low,last_3_high,last_3_low,last_5_high,last_5_low,last_7_high,last_7_low
131,193.6,483.0,112.25,265.0,ok,1611792000,58815805,237.29999999999995,2021-01-28 00:00:00,2021-01-28,30603.3594,30951.4102,30377.1895,30377.1895,ok,1611844200,465140000,30558.909516667783,2021-01-28 14:30:00,2021-01-28,3,28,False,201.37133333333333,4.470737074838983e-06,413.98,250.0,413.98,74.2201,413.98,53.33,413.98,51.09,380.0,249.0,159.18,37.0,45.52,33.05,45.52,17.08
132,325.0,413.98,250.0,379.71,ok,1611878400,50566055,284.9516666666666,2021-01-29 00:00:00,2021-01-29,29982.6191,30553.9102,29856.3008,30553.9102,ok,1611930600,536320000,30242.95766666779,2021-01-29 14:30:00,2021-01-29,4,29,False,254.31199999999998,6.519393296550423e-06,322.0,212.0,322.0,74.2201,322.0,51.09,322.0,46.52,483.0,112.25,159.18,42.32,76.7573,34.01,45.52,19.01
133,225.0,322.0,212.0,316.56,ok,1612137600,37382152,253.0999999999999,2021-02-01 00:00:00,2021-02-01,30211.9102,30335.9102,30014.9707,30054.7305,ok,1612189800,347060000,30200.7213666678,2021-02-01 14:30:00,2021-02-01,0,32,False,256.5866666666667,6.767935671547213e-06,158.0,74.2201,158.0,53.33,158.0,51.09,158.0,46.52,413.98,250.0,380.0,61.13,159.18,36.06,45.52,19.3168
134,90.0,158.0,74.2201,140.76,ok,1612224000,78183071,174.16666666666654,2021-02-02 00:00:00,2021-02-02,30687.4805,30840.5391,30276.8809,30276.8809,ok,1612276200,333160000,30411.48016666781,2021-02-02 14:30:00,2021-02-02,1,33,False,203.98066666666668,1.3737846138072525e-06,113.3999,85.25,113.3999,51.09,113.3999,46.52,113.3999,46.52,322.0,212.0,483.0,80.2,159.18,36.06,76.7573,20.03
135,92.41,113.3999,85.25,112.01,ok,1612310400,42698511,113.70499999999987,2021-02-03 00:00:00,2021-02-03,30723.5996,30793.4102,30521.3105,30689.6504,ok,1612362600,305590000,30626.278333334485,2021-02-03 14:30:00,2021-02-03,2,34,False,156.04333333333332,2.2722096015635454e-06,91.5,53.33,95.0,51.09,95.0,46.52,95.0,46.52,158.0,74.2201,483.0,112.25,380.0,37.0,159.18,33.05
136,53.5,91.5,53.33,91.19,ok,1612396800,62427275,72.55333333333319,2021-02-04 00:00:00,2021-02-04,31055.8594,31065.9609,30737.7793,30737.7793,ok,1612449000,338330000,30883.709650001158,2021-02-04 14:30:00,2021-02-04,3,35,False,112.14266666666666,1.0589922433743903e-06,95.0,51.09,95.0,46.52,95.0,46.52,95.0,46.52,113.3999,85.25,483.0,112.25,483.0,42.32,159.18,34.01
137,63.77,95.0,51.09,54.04,ok,1612483200,81345013,65.11999999999985,2021-02-05 00:00:00,2021-02-05,31148.2402,31252.1797,31083.2207,31093.8105,ok,1612535400,293550000,31046.673166667828,2021-02-05 14:30:00,2021-02-05,4,36,False,81.00533333333333,8.599584750614439e-07,72.66,58.02,72.66,46.52,72.66,46.52,72.66,44.56,91.5,53.33,413.98,74.2201,483.0,61.13,380.0,36.06
138,60.0,72.66,58.02,72.41,ok,1612742400,25687282,60.17333333333317,2021-02-08 00:00:00,2021-02-08,31385.7598,31386.0996,31191.1992,31191.1992,ok,1612794600,322250000,31251.603200001166,2021-02-08 14:30:00,2021-02-08,0,39,False,66.02666666666667,2.474376230229419e-06,57.0,46.52,62.83,46.52,62.83,46.52,62.83,40.65,95.0,51.09,322.0,74.2201,483.0,80.2,483.0,36.06
139,50.31,57.0,46.52,56.61,ok,1612828800,26843082,55.783333333333154,2021-02-09 00:00:00,2021-02-09,31375.8301,31439.4707,31245.8594,31359.8809,ok,1612881000,308210000,31341.208350001176,2021-02-09 14:30:00,2021-02-09,1,40,False,58.818,1.9102376793643393e-06,62.83,46.55,62.83,46.55,62.83,44.56,62.83,38.5,72.66,58.02,158.0,53.33,483.0,74.2201,483.0,37.0
140,51.2,62.83,46.55,50.77,ok,1612915200,36455036,52.36999999999981,2021-02-10 00:00:00,2021-02-10,31437.8008,31511.4395,31221.3203,31428.0195,ok,1612967400,326450000,31408.470400001184,2021-02-10 14:30:00,2021-02-10,2,41,False,54.552,1.4682927940783454e-06,55.32,48.2201,55.32,48.05,55.32,40.65,55.32,38.5,57.0,46.52,113.3999,51.09,483.0,74.2201,483.0,42.32
141,51.1,55.32,48.2201,50.01,ok,1613001600,13056725,51.00166666666647,2021-02-11 00:00:00,2021-02-11,31430.6992,31543.8203,31244.3594,31466.4902,ok,1613053800,280320000,31423.921550001192,2021-02-11 14:30:00,2021-02-11,3,42,False,53.0,3.947904240917994e-06,55.24,48.05,55.24,44.56,55.24,38.5,55.24,38.5,62.83,46.55,95.0,51.09,413.98,53.33,483.0,61.13
142,52.4,55.24,48.05,50.75,ok,1613088000,14573264,51.76666666666646,2021-02-12 00:00:00,2021-02-12,31458.4004,31475.3105,31347.8008,31420.8008,ok,1613140200,263090000,31445.7334000012,2021-02-12 14:30:00,2021-02-12,4,43,False,52.041333333333334,3.56108739035172e-06,53.5,49.04,53.5,40.65,53.5,38.5,91.71,38.5,55.32,48.2201,95.0,46.52,322.0,51.09,483.0,74.2201
143,49.51,53.5,49.04,52.66,ok,1613433600,8175030,50.73833333333312,2021-02-16 00:00:00,2021-02-16,31522.75,31608.6309,31443.4805,31472.0801,ok,1613485800,329210000,31485.95833333454,2021-02-16 14:30:00,2021-02-16,1,47,False,50.87733333333333,6.199773374939704e-06,51.19,44.56,51.19,38.5,51.19,38.5,184.68,38.5,55.24,48.05,72.66,46.52,158.0,51.09,483.0,53.33
144,45.94,51.19,44.56,49.77,ok,1613520000,9260795,48.20666666666644,2021-02-17 00:00:00,2021-02-17,31613.0195,31643.6992,31338.7598,31485.6094,ok,1613572200,343510000,31557.159816667885,2021-02-17 14:30:00,2021-02-17,2,48,False,49.22266666666666,5.099994114976089e-06,48.87,40.65,48.87,38.5,91.71,38.5,184.68,38.5,53.5,49.04,62.83,46.52,113.3999,46.52,483.0,51.09
145,40.69,48.87,40.65,48.49,ok,1613606400,23990555,43.90999999999976,2021-02-18 00:00:00,2021-02-18,31493.3398,31558.5996,31285.3203,31558.5996,ok,1613658600,325990000,31538.134733334562,2021-02-18 14:30:00,2021-02-18,3,49,False,46.10933333333333,1.809184211592159e-06,43.89,38.5,48.51,38.5,184.68,38.5,184.68,38.5,51.19,44.56,62.83,46.55,95.0,46.52,413.98,51.09
146,40.59,43.89,38.5,41.28,ok,1613692800,14828238,41.51499999999975,2021-02-19 00:00:00,2021-02-19,31494.3203,31647.5293,31469.3398,31504.1309,ok,1613745000,353070000,31513.776666667905,2021-02-19 14:30:00,2021-02-19,4,50,False,43.663333333333334,2.7645451424055463e-06,48.51,42.4,91.71,40.0,184.68,40.0,184.68,40.0,48.87,40.65,55.32,48.05,95.0,46.52,322.0,46.52
147,46.0,48.51,42.4,46.69,ok,1613952000,19476021,43.31166666666641,2021-02-22 00:00:00,2021-02-22,31521.6895,31653.4805,31286.5703,31381.1191,ok,1614004200,387210000,31507.841483334578,2021-02-22 14:30:00,2021-02-22,0,53,False,43.72133333333333,2.343223324038656e-06,46.23,40.0,184.68,40.0,184.68,40.0,184.68,40.0,43.89,38.5,55.24,44.56,72.66,46.52,158.0,46.52
148,44.97,46.23,40.0,44.97,ok,1614038400,7565215,44.583333333333066,2021-02-23 00:00:00,2021-02-23,31537.3496,31653.3809,31158.7598,31501.8906,ok,1614090600,460410000,31524.958016667922,2021-02-23 14:30:00,2021-02-23,1,54,False,43.86266666666667,5.780844739155904e-06,91.71,44.7,184.68,44.7,184.68,44.7,184.68,44.7,48.51,42.4,53.5,40.65,62.83,46.52,113.3999,46.52
149,91.71,91.71,44.7,44.7,ok,1614124800,83111740,68.51166666666639,2021-02-24 00:00:00,2021-02-24,31961.8594,32009.6406,31421.2891,31499.75,ok,1614177000,410150000,31746.994483334594,2021-02-24 14:30:00,2021-02-24,2,55,False,59.88666666666666,9.149128630925066e-07,184.68,101.0,184.68,86.0,184.68,86.0,184.68,86.0,46.23,40.0,51.19,38.5,62.83,44.56,95.0,46.52
150,108.73,184.68,101.0,169.56,ok,1614211200,150308766,92.42999999999972,2021-02-25 00:00:00,2021-02-25,31402.0098,31984.7695,31293.3203,31955.9395,ok,1614263400,454110000,31611.182966667937,2021-02-25 14:30:00,2021-02-25,3,56,False,78.53266666666666,8.746662187353731e-07,142.9,86.0,142.9,86.0,147.8699,86.0,210.8699,86.0,91.71,44.7,48.87,38.5,55.32,40.65,95.0,46.52
151,101.74,142.9,86.0,117.46,ok,1614297600,92194154,102.39833333333304,2021-02-26 00:00:00,2021-02-26,30932.3691,31450.8906,30911.3691,31401.2891,ok,1614349800,532250000,31260.497716667945,2021-02-26 14:30:00,2021-02-26,4,57,False,90.31266666666667,1.195448177043127e-06,133.99,99.97,133.99,99.97,151.53,99.97,249.85,99.97,184.68,101.0,48.51,38.5,55.24,38.5,72.66,44.56
152,120.4,133.99,99.97,104.54,ok,1614556800,49793965,112.23499999999972,2021-03-01 00:00:00,2021-03-01,31535.5098,31668.3398,31065.9004,31065.9004,ok,1614609000,385670000,31312.21290000129,2021-03-01 14:30:00,2021-03-01,0,60,False,104.236,2.3721750216115547e-06,133.2,112.2,147.8699,112.2,210.8699,112.2,348.5,112.2,142.9,86.0,91.71,40.0,53.5,38.5,62.83,40.65
153,118.18,133.2,112.2,116.93,ok,1614643200,33783044,116.17999999999971,2021-03-02 00:00:00,2021-03-02,31391.5195,31623.2695,31377.1602,31535.3691,ok,1614695400,337270000,31362.9912000013,2021-03-02 14:30:00,2021-03-02,1,61,False,112.45933333333333,3.5874012221436684e-06,127.75,113.12,151.53,113.12,249.85,113.12,348.5,113.12,133.99,99.97,184.68,40.0,51.19,38.5,62.83,38.5
154,124.18,127.75,113.12,122.51,ok,1614729600,19273882,121.54999999999968,2021-03-03 00:00:00,2021-03-03,31270.0898,31563.3105,31260.1406,31352.9609,ok,1614781800,409660000,31354.803033334643,2021-03-03 14:30:00,2021-03-03,2,62,False,117.802,6.3133795949011896e-06,147.8699,115.3,210.8699,115.3,348.5,115.3,348.5,115.3,133.2,112.2,184.68,44.7,91.71,38.5,55.32,38.5
155,132.35,147.8699,115.3,125.0,ok,1614816000,32606893,127.26499999999969,2021-03-04 00:00:00,2021-03-04,30924.1406,31461.9707,30547.5293,31289.0098,ok,1614868200,537850000,31117.353483334653,2021-03-04 14:30:00,2021-03-04,3,63,False,123.70333333333335,4.043315831001337e-06,151.53,127.5,249.85,127.5,348.5,127.5,348.5,127.5,127.75,113.12,184.68,86.0,184.68,38.5,55.24,38.5
156,137.74,151.53,127.5,128.17,ok,1614902400,30733673,133.68333333333302,2021-03-05 00:00:00,2021-03-05,31496.3008,31580.3301,30766.8105,31029.1797,ok,1614954600,501810000,31267.87890000133,2021-03-05 14:30:00,2021-03-05,4,64,False,129.82666666666665,4.520232037782575e-06,210.8699,146.1,348.5,146.1,348.5,146.1,348.5,146.1,147.8699,115.3,142.9,86.0,184.68,40.0,91.71,38.5
157,194.5,210.8699,146.1,154.89,ok,1615161600,63565620,165.22166666666635,2021-03-08 00:00:00,2021-03-08,31802.4395,32148.0391,31512.1504,31512.1504,ok,1615213800,496980000,31554.010116668007,2021-03-08 14:30:00,2021-03-08,0,67,False,152.47,2.891866704045363e-06,249.85,208.5101,348.5,172.0,348.5,172.0,348.5,172.0,151.53,127.5,133.99,99.97,184.68,40.0,184.68,38.5
158,246.9,249.85,208.5101,217.71,ok,1615248000,39099331,211.2399999999997,2021-03-09 00:00:00,2021-03-09,31832.7402,32150.3203,31822.6406,31892.3496,ok,1615300200,458690000,31766.56673333468,2021-03-09 14:30:00,2021-03-09,1,68,False,187.64,6.012550444916819e-06,348.5,172.0,348.5,172.0,348.5,172.0,348.5,172.0,210.8699,146.1,147.8699,112.2,184.68,44.7,184.68,38.5
159,265.0,348.5,172.0,269.43,ok,1615334400,71570566,247.21666666666638,2021-03-10 00:00:00,2021-03-10,32297.0195,32389.5,31906.9609,31906.9609,ok,1615386600,409110000,32059.829733334685,2021-03-10 14:30:00,2021-03-10,2,69,False,220.26200000000003,3.658394057318665e-06,281.5,232.6,295.5,206.0,295.5,172.35,295.5,172.35,249.85,208.5101,151.53,113.12,184.68,86.0,184.68,38.5
160,260.0,281.5,232.6,241.64,ok,1615420800,28312493,259.48333333333306,2021-03-11 00:00:00,2021-03-11,32485.5898,32661.5898,32345.6992,32354.5,ok,1615473000,400020000,32313.92476666803,2021-03-11 14:30:00,2021-03-11,3,70,False,241.82933333333332,9.11376237102587e-06,295.5,262.27,295.5,172.35,295.5,172.35,295.5,172.35,348.5,172.0,210.8699,115.3,147.8699,86.0,184.68,40.0
161,264.5,295.5,262.27,274.9965,ok,1615507200,25845899,263.08333333333303,2021-03-12 00:00:00,2021-03-12,32778.6406,32793.3203,32462.4004,32462.4004,ok,1615559400,346400000,32600.68681666804,2021-03-12 14:30:00,2021-03-12,4,71,False,256.38666666666666,1.060477718341312e-05,283.0,206.0,283.0,172.35,283.0,172.35,283.0,172.35,281.5,232.6,249.85,127.5,151.53,99.97,184.68,40.0
162,220.14,283.0,206.0,277.52,ok,1615766400,24226187,241.56999999999968,2021-03-15 00:00:00,2021-03-15,32953.4609,32973.3984,32629.75,32798.8398,ok,1615815000,360080000,32817.208950001375,2021-03-15 13:30:00,2021-03-15,0,74,False,247.70666666666665,9.757210245260634e-06,220.7,172.35,231.47,172.35,231.47,172.35,231.47,118.62,295.5,262.27,348.5,146.1,210.8699,112.2,184.68,44.7
163,208.17,220.7,172.35,203.16,ok,1615852800,35422867,221.54833333333298,2021-03-16 00:00:00,2021-03-16,32825.9492,32966.75,32778.2305,32966.75,ok,1615901400,386370000,32860.56833333472,2021-03-16 13:30:00,2021-03-16,1,75,False,233.3273333333333,5.657550719050117e-06,231.47,204.0,231.47,182.66,231.47,177.55,231.47,116.9,283.0,206.0,348.5,172.0,249.85,113.12,184.68,86.0
164,209.81,231.47,204.0,217.84,ok,1615939200,16481589,210.98499999999967,2021-03-17 00:00:00,2021-03-17,33015.3711,33047.5781,32782.1797,32825.5195,ok,1615987800,391200000,32941.91210000139,2021-03-17 13:30:00,2021-03-17,2,76,False,222.07666666666665,1.3050521605248943e-05,218.88,195.65,227.0,182.66,227.0,118.62,227.0,116.9,220.7,172.35,348.5,172.0,348.5,115.3,210.8699,86.0
165,201.75,218.88,195.65,214.0,ok,1616025600,11799914,205.50666666666632,2021-03-18 00:00:00,2021-03-18,32862.3008,33227.7812,32831.25,32928.1602,ok,1616074200,418480000,32907.26563333473,2021-03-18 13:30:00,2021-03-18,3,77,False,211.81866666666664,1.7409166428388092e-05,227.0,182.66,227.0,177.55,227.0,116.9,227.0,116.9,231.47,204.0,295.5,206.0,348.5,127.5,249.85,99.97
166,200.27,227.0,182.66,195.73,ok,1616112000,24677297,202.35333333333298,2021-03-19 00:00:00,2021-03-19,32627.9707,32858.3594,32505.0703,32858.3594,ok,1616160600,811890000,32770.64746666808,2021-03-19 13:30:00,2021-03-19,4,78,False,204.95066666666665,8.238746731459283e-06,210.3562,186.1952,210.3562,118.62,218.93,116.9,0.0,0.0,218.88,195.65,295.5,172.35,348.5,146.1,348.5,112.2
167,194.49,210.3562,186.1952,205.26,ok,1616371200,10061505,197.6266666666663,2021-03-22 00:00:00,2021-03-22,32731.1992,32810.3516,32512.5293,32601.8203,ok,1616419800,383500000,32718.639966668095,2021-03-22 13:30:00,2021-03-22,0,81,False,200.438,1.9580947383120123e-05,201.75,177.55,201.75,116.9,218.93,116.9,0.0,0.0,227.0,182.66,283.0,172.35,348.5,172.0,348.5,113.12
168,181.75,201.75,177.55,197.5,ok,1616457600,14429145,189.08333333333292,2021-03-23 00:00:00,2021-03-23,32423.1504,32753.7695,32356.2793,32691.5,ok,1616506200,385840000,32559.97005000144,2021-03-23 13:30:00,2021-03-23,1,82,False,193.38866666666667,1.2961035921855844e-05,166.97,118.62,218.93,116.9,0.0,0.0,0.0,0.0,210.3562,186.1952,231.47,172.35,348.5,172.0,348.5,115.3
169,120.34,166.97,118.62,157.98,ok,1616544000,24177877,153.16833333333287,2021-03-24 00:00:00,2021-03-24,32420.0605,32787.9883,32418.1504,32470.8809,ok,1616592600,399390000,32472.946916668112,2021-03-24 13:30:00,2021-03-24,2,83,False,167.63066666666666,5.596438430057363e-06,187.5,116.9,218.93,116.9,0.0,0.0,0.0,0.0,201.75,177.55,231.47,182.66,295.5,172.35,348.5,127.5
170,183.75,187.5,116.9,123.49,ok,1616630400,50962337,162.2799999999995,2021-03-25 00:00:00,2021-03-25,32619.4805,32672.6895,32071.4102,32346.8105,ok,1616679000,411990000,32520.285483334785,2021-03-25 13:30:00,2021-03-25,3,84,False,168.97400000000002,3.192880786975422e-06,218.93,163.26,0.0,0.0,0.0,0.0,0.0,0.0,166.97,118.62,227.0,182.66,295.5,172.35,348.5,146.1
171,181.0,218.93,163.26,197.68,ok,1616716800,37371900,171.80666666666613,2021-03-26 00:00:00,2021-03-26,33072.8789,33098.8281,32681.0703,32681.0703,ok,1616765400,382170000,32812.94303333479,2021-03-26 13:30:00,2021-03-26,4,85,False,170.60066666666668,5.023292901886177e-06,193.9,173.6456,0.0,0.0,0.0,0.0,0.0,0.0,187.5,116.9,227.0,177.55,283.0,172.35,348.5,172.0
172,181.625,193.9,173.6456,180.75,ok,1616976000,9781105,181.77083333333272,2021-03-29 00:00:00,2021-03-29,33164.1406,33259.0,32905.1289,33087.5508,ok,1616976000,1119258112,33042.943350001464,2021-03-29 00:00:00,2021-03-29,0,88,False,173.72033333333334,1.871535646194031e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.93,163.26,210.3562,118.62,231.47,172.35,348.5,172.0
